,DATE,Month,Day,NA_Correction,MaxTemp,MinTemp,MeanTemp,RainPrecip,SnowPrecip,Wind,CO,NO2,O3,PM10,PM25,CO_LEVEL,NO2_LEVEL,O3_LEVEL,PM10_LEVEL,PM25_LEVEL,AQI,AQI_LEVEL
1593,2018-05-18,5,Friday,False,17.2,10.1,13.9,0.7,0.0,9.7,0.0,9.0,0.058,18.0,5.1,Good,Good,Moderate,Good,Good,61,Moderate
1594,2018-05-19,5,Saturday,False,20.0,7.3,14.3,0.1,0.0,11.1,0.0,10.0,0.059,16.0,6.1,Good,Good,Moderate,Good,Good,64,Moderate
1595,2018-05-20,5,Sunday,False,22.5,8.6,15.8,2.1,0.0,14.2,0.0,7.0,0.057,14.0,5.7,Good,Good,Moderate,Good,Good,58,Moderate
1596,2018-05-21,5,Monday,False,23.0,9.6,17.0,1.4,0.0,8.9,0.0,7.0,0.058,14.0,5.5,Good,Good,Moderate,Good,Good,61,Moderate
1597,2018-05-22,5,Tuesday,False,18.9,9.8,14.0,7.8,0.0,8.7,0.0,8.0,0.05,15.0,4.3,Good,Good,Good,Good,Good,46,Good
1598,2018-05-23,5,Wednesday,False,21.7,7.4,15.0,0.0,0.0,8.7,0.0,9.0,0.046,11.0,3.9,Good,Good,Good,Good,Good,43,Good
1599,2018-05-24,5,Thursday,False,25.8,10.4,18.4,0.0,0.0,6.5,0.0,12.0,0.051,15.0,4.8,Good,Good,Good,Good,Good,47,Good
1600,2018-05-25,5,Friday,False,28.3,12.4,20.6,0.0,0.0,9.2,0.0,10.0,0.052,18.0,6.0,Good,Good,Good,Good,Good,48,Good
1601,2018-05-26,5,Saturday,False,24.5,13.8,19.1,0.0,0.0,10.9,0.0,6.0,0.054,17.0,6.1,Good,Good,Good,Good,Good,50,Good
1602,2018-05-27,5,Sunday,False,18.8,11.9,15.0,9.4,0.0,15.2,0.0,4.0,0.053,14.0,4.1,Good,Good,Good,Good,Good,49,Good
1603,2018-05-28,5,Monday,False,17.9,11.0,14.3,0.5,0.0,10.7,0.0,6.0,0.049,10.0,3.6,Good,Good,Good,Good,Good,45,Good
1604,2018-05-29,5,Tuesday,False,20.8,8.7,15.2,0.4,0.0,10.8,0.0,16.0,0.052,16.0,4.9,Good,Good,Good,Good,Good,48,Good
1605,2018-05-30,5,Wednesday,False,26.2,10.7,19.2,0.1,0.0,10.9,0.0,9.0,0.047,21.0,5.0,Good,Good,Good,Good,Good,44,Good
1606,2018-05-31,5,Thursday,False,27.8,11.2,21.0,0.1,0.0,21.1,0.0,7.0,0.045,32.0,6.4,Good,Good,Good,Good,Good,42,Good
1607,2018-06-01,6,Friday,False,18.9,10.1,15.0,1.4,0.0,13.9,0.0,12.0,0.049,17.0,4.3,Good,Good,Good,Good,Good,45,Good
1608,2018-06-02,6,Saturday,False,23.7,6.8,16.4,0.0,0.0,11.2,0.0,10.0,0.06,12.0,4.6,Good,Good,Moderate,Good,Good,67,Moderate
1609,2018-06-03,6,Sunday,False,28.1,8.8,19.5,0.0,0.0,8.9,0.0,8.0,0.062,15.0,6.0,Good,Good,Moderate,Good,Good,74,Moderate
1610,2018-06-04,6,Monday,False,31.7,13.5,23.4,0.0,0.0,15.2,0.0,9.0,0.05,16.0,5.3,Good,Good,Good,Good,Good,46,Good
1611,2018-06-05,6,Tuesday,False,31.1,17.0,24.1,0.0,0.0,14.3,0.0,13.0,0.056,17.0,6.9,Good,Good,Moderate,Good,Good,54,Moderate
1612,2018-06-06,6,Wednesday,False,29.7,14.8,23.3,0.0,0.0,16.5,0.0,18.0,0.05,21.0,7.2,Good,Good,Good,Good,Good,46,Good
1613,2018-06-07,6,Thursday,False,30.2,16.2,23.4,0.0,0.0,16.4,0.0,10.0,0.047,17.0,5.9,Good,Good,Good,Good,Good,44,Good
1614,2018-06-08,6,Friday,False,29.5,14.1,23.2,0.0,0.0,7.7,0.1,13.0,0.061,20.0,8.0,Good,Good,Moderate,Good,Good,71,Moderate
1615,2018-06-09,6,Saturday,False,31.6,15.4,24.8,0.0,0.0,21.8,0.2,7.0,0.056,24.0,10.8,Good,Good,Moderate,Good,Good,54,Moderate
1616,2018-06-10,6,Sunday,False,21.3,13.5,17.6,0.0,0.0,19.4,0.1,6.0,0.05,25.0,6.4,Good,Good,Good,Good,Good,46,Good
1617,2018-06-11,6,Monday,False,26.3,7.7,18.6,0.0,0.0,10.3,0.1,9.0,0.06,15.0,5.5,Good,Good,Moderate,Good,Good,67,Moderate
1618,2018-06-12,6,Tuesday,False,27.4,11.4,19.9,0.0,0.0,8.7,0.1,11.0,0.06,26.0,6.0,Good,Good,Moderate,Good,Good,67,Moderate
1619,2018-06-13,6,Wednesday,False,33.4,13.8,24.7,0.0,0.0,14.3,0.1,8.0,0.049,20.0,4.6,Good,Good,Good,Good,Good,45,Good
1620,2018-06-14,6,Thursday,False,32.8,19.1,26.3,0.0,0.0,17.7,0.1,12.0,0.048,27.0,6.1,Good,Good,Good,Good,Good,44,Good
1621,2018-06-15,6,Friday,False,31.4,17.7,25.8,0.5,0.0,21.9,0.1,15.0,0.041,42.0,8.6,Good,Good,Good,Good,Good,39,Good
1622,2018-06-16,6,Saturday,True,28.5,18.3,23.6,0.1,0.0,16.1,0.1,8.0,0.05621951219512195,27.0,7.8,Good,Good,Moderate,Good,Good,54,Moderate
1623,2018-06-17,6,Sunday,True,27.1,17.5,22.6,1.1,0.0,12.7,0.1,3.0,0.05621951219512195,28.0,5.4,Good,Good,Moderate,Good,Good,54,Moderate
1624,2018-06-18,6,Monday,True,23.2,15.4,18.5,0.7,0.0,13.2,0.0,6.0,0.05621951219512195,24.0,6.7,Good,Good,Moderate,Good,Good,54,Moderate
1625,2018-06-19,6,Tuesday,True,23.5,12.3,18.4,0.1,0.0,14.2,0.0,6.0,0.05621951219512195,14.0,4.0,Good,Good,Moderate,Good,Good,54,Moderate
1626,2018-06-20,6,Wednesday,True,27.2,11.4,20.1,0.0,0.0,9.5,0.0,8.0,0.05621951219512195,19.0,4.5,Good,Good,Moderate,Good,Good,54,Moderate
1627,2018-06-21,6,Thursday,False,31.5,13.6,23.5,0.0,0.0,13.8,0.1,10.0,0.056,24.0,5.0,Good,Good,Moderate,Good,Good,54,Moderate
1628,2018-06-22,6,Friday,False,27.5,15.8,22.2,0.0,0.0,15.0,0.0,7.0,0.058,17.0,4.0,Good,Good,Moderate,Good,Good,61,Moderate
1629,2018-06-23,6,Saturday,False,29.2,14.2,22.5,0.0,0.0,16.9,0.0,7.0,0.059,25.0,5.7,Good,Good,Moderate,Good,Good,64,Moderate
1630,2018-06-24,6,Sunday,False,25.9,14.1,19.9,0.0,0.0,12.5,0.0,6.0,0.06,20.0,5.3,Good,Good,Moderate,Good,Good,67,Moderate
1631,2018-06-25,6,Monday,False,31.1,12.8,22.8,0.0,0.0,7.9,0.0,11.0,0.065,22.0,6.5,Good,Good,Moderate,Good,Good,84,Moderate
1632,2018-06-26,6,Tuesday,False,34.0,17.0,26.7,0.0,0.0,10.9,0.1,13.0,0.065,29.0,7.6,Good,Good,Moderate,Good,Good,84,Moderate
1633,2018-06-27,6,Wednesday,False,35.3,17.2,27.4,0.0,0.0,13.5,0.1,11.0,0.062,28.0,8.3,Good,Good,Moderate,Good,Good,74,Moderate
1634,2018-06-28,6,Thursday,False,33.4,19.0,27.0,0.0,0.0,20.9,0.0,8.0,0.068,32.0,8.6,Good,Good,Moderate,Good,Good,93,Moderate
1635,2018-06-29,6,Friday,False,25.7,15.7,21.2,0.0,0.0,13.7,0.0,7.0,0.051,25.0,7.7,Good,Good,Good,Good,Good,47,Good
1636,2018-06-30,6,Saturday,False,24.8,14.9,20.0,0.0,0.0,15.1,0.0,5.0,0.056,19.0,3.4,Good,Good,Moderate,Good,Good,54,Moderate
1637,2018-07-01,7,Sunday,False,28.5,11.7,21.3,0.0,0.0,8.6,0.0,10.0,0.053,16.0,6.0,Good,Good,Good,Good,Good,49,Good
1638,2018-07-02,7,Monday,False,32.6,15.1,24.9,0.0,0.0,10.9,0.0,9.0,0.05,24.0,6.8,Good,Good,Good,Good,Good,46,Good
1639,2018-07-03,7,Tuesday,False,33.3,17.4,25.0,0.0,0.0,21.9,0.0,13.0,0.06,43.0,9.9,Good,Good,Moderate,Good,Good,67,Moderate
1640,2018-07-04,7,Wednesday,False,32.9,15.7,25.1,0.0,0.0,8.5,0.0,32.0,0.064,64.0,39.0,Good,Good,Moderate,Moderate,Unhealthy for Sensitive Groups,110,Unhealthy for Sensitive Groups
1641,2018-07-05,7,Thursday,False,34.4,18.0,27.5,0.0,0.0,13.0,0.0,12.0,0.051,40.0,19.1,Good,Good,Good,Good,Moderate,66,Moderate
1642,2018-07-06,7,Friday,False,35.6,20.7,28.7,0.0,0.0,15.0,0.2,9.0,0.06,47.0,21.7,Good,Good,Moderate,Good,Moderate,71,Moderate
1643,2018-07-07,7,Saturday,False,35.6,23.6,29.6,0.0,0.0,11.4,0.0,9.0,0.058,26.0,7.0,Good,Good,Moderate,Good,Good,61,Moderate
1644,2018-07-08,7,Sunday,False,35.0,20.7,26.9,2.3,0.0,13.5,0.0,5.0,0.059,21.0,5.3,Good,Good,Moderate,Good,Good,64,Moderate
1645,2018-07-09,7,Monday,False,34.1,19.3,27.5,0.5,0.0,10.3,0.0,14.0,0.062,24.0,6.0,Good,Good,Moderate,Good,Good,74,Moderate
1646,2018-07-10,7,Tuesday,False,33.8,20.9,28.0,0.0,0.0,8.4,0.0,7.0,0.066,21.0,6.2,Good,Good,Moderate,Good,Good,87,Moderate
1647,2018-07-11,7,Wednesday,False,32.8,19.7,26.7,0.0,0.0,11.3,0.0,9.0,0.069,27.0,6.9,Good,Good,Moderate,Good,Good,97,Moderate
1648,2018-07-12,7,Thursday,False,31.7,20.2,26.6,0.0,0.0,8.5,0.0,6.0,0.072,18.0,6.0,Good,Good,Unhealthy for Sensitive Groups,Good,Good,104,Unhealthy for Sensitive Groups
1649,2018-07-13,7,Friday,False,33.1,18.2,26.8,0.0,0.0,10.6,0.0,9.0,0.076,23.0,6.4,Good,Good,Unhealthy for Sensitive Groups,Good,Good,118,Unhealthy for Sensitive Groups
1650,2018-07-14,7,Saturday,False,30.5,19.8,25.4,0.1,0.0,13.8,0.0,9.0,0.064,23.0,6.8,Good,Good,Moderate,Good,Good,80,Moderate
1651,2018-07-15,7,Sunday,False,32.9,17.2,25.9,0.0,0.0,12.0,0.0,6.0,0.067,17.0,6.2,Good,Good,Moderate,Good,Good,90,Moderate
1652,2018-07-16,7,Monday,False,34.2,19.2,27.7,0.1,0.0,10.4,0.0,9.0,0.073,36.0,8.0,Good,Good,Unhealthy for Sensitive Groups,Good,Good,108,Unhealthy for Sensitive Groups
1653,2018-07-17,7,Tuesday,False,33.5,19.4,27.8,0.0,0.0,10.8,0.0,12.0,0.068,20.0,6.2,Good,Good,Moderate,Good,Good,93,Moderate
1654,2018-07-18,7,Wednesday,False,34.4,19.9,27.7,0.0,0.0,12.4,0.0,9.0,0.076,28.0,9.5,Good,Good,Unhealthy for Sensitive Groups,Good,Good,118,Unhealthy for Sensitive Groups
1655,2018-07-19,7,Thursday,False,34.6,20.4,28.2,0.0,0.0,9.7,0.0,12.0,0.066,34.0,9.6,Good,Good,Moderate,Good,Good,87,Moderate
1656,2018-07-20,7,Friday,False,33.5,19.9,28.0,0.0,0.0,10.5,0.0,23.0,0.057,25.0,7.6,Good,Good,Moderate,Good,Good,58,Moderate
1657,2018-07-21,7,Saturday,False,35.0,20.9,28.2,0.0,0.0,16.7,0.0,8.0,0.062,22.0,6.2,Good,Good,Moderate,Good,Good,74,Moderate
1658,2018-07-22,7,Sunday,False,29.6,20.5,26.0,0.3,0.0,13.1,0.0,7.0,0.062,16.0,6.2,Good,Good,Moderate,Good,Good,74,Moderate
1659,2018-07-23,7,Monday,False,32.3,18.0,25.9,0.0,0.0,13.1,0.0,8.0,0.073,25.0,8.7,Good,Good,Unhealthy for Sensitive Groups,Good,Good,108,Unhealthy for Sensitive Groups
1660,2018-07-24,7,Tuesday,False,34.4,19.0,27.8,0.0,0.0,9.9,0.0,8.0,0.071,30.0,10.3,Good,Good,Unhealthy for Sensitive Groups,Good,Good,101,Unhealthy for Sensitive Groups
1661,2018-07-25,7,Wednesday,False,32.5,21.5,27.5,0.0,0.0,12.9,0.0,12.0,0.074,28.0,9.1,Good,Good,Unhealthy for Sensitive Groups,Good,Good,111,Unhealthy for Sensitive Groups
1662,2018-07-26,7,Thursday,False,33.7,19.2,27.2,0.0,0.0,16.4,0.0,12.0,0.073,39.0,14.8,Good,Good,Unhealthy for Sensitive Groups,Good,Moderate,108,Unhealthy for Sensitive Groups
1663,2018-07-27,7,Friday,False,33.8,19.3,27.2,0.0,0.0,10.4,0.0,15.0,0.068,36.0,12.8,Good,Good,Moderate,Good,Moderate,93,Moderate
1664,2018-07-28,7,Saturday,False,34.4,20.2,27.8,0.0,0.0,19.1,0.0,13.0,0.062,33.0,12.7,Good,Good,Moderate,Good,Moderate,74,Moderate
1665,2018-07-29,7,Sunday,False,33.2,18.7,26.6,0.0,0.0,14.5,0.0,9.0,0.063,31.0,16.6,Good,Good,Moderate,Good,Moderate,77,Moderate
1666,2018-07-30,7,Monday,False,33.7,17.8,26.6,0.0,0.0,13.0,0.0,10.0,0.074,37.0,16.2,Good,Good,Unhealthy for Sensitive Groups,Good,Moderate,111,Unhealthy for Sensitive Groups
1667,2018-07-31,7,Tuesday,False,34.5,17.8,27.6,0.0,0.0,11.4,0.1,15.0,0.077,50.0,14.7,Good,Good,Unhealthy for Sensitive Groups,Good,Moderate,122,Unhealthy for Sensitive Groups
1668,2018-08-01,8,Wednesday,False,32.9,22.7,28.1,0.1,0.0,9.2,0.1,26.0,0.071,56.0,21.3,Good,Good,Unhealthy for Sensitive Groups,Moderate,Moderate,101,Unhealthy for Sensitive Groups
1669,2018-08-02,8,Thursday,True,31.4,20.4,25.4,0.2,0.0,14.3,0.0,16.54669117647059,0.067,34.0,12.9,Good,Good,Moderate,Good,Moderate,90,Moderate
1670,2018-08-03,8,Friday,False,31.5,21.1,25.6,0.0,0.0,12.0,0.0,13.0,0.071,24.0,12.6,Good,Good,Unhealthy for Sensitive Groups,Good,Moderate,101,Unhealthy for Sensitive Groups
1671,2018-08-04,8,Saturday,False,31.3,18.1,25.0,0.5,0.0,13.5,0.1,15.0,0.071,46.0,23.6,Good,Good,Unhealthy for Sensitive Groups,Good,Moderate,101,Unhealthy for Sensitive Groups
1672,2018-08-05,8,Sunday,False,30.3,18.3,25.1,0.0,0.0,12.5,0.1,9.0,0.069,36.0,20.3,Good,Good,Moderate,Good,Moderate,97,Moderate
1673,2018-08-06,8,Monday,False,31.1,14.6,23.9,0.0,0.0,11.8,0.1,15.0,0.079,54.0,28.7,Good,Good,Unhealthy for Sensitive Groups,Good,Moderate,129,Unhealthy for Sensitive Groups
1674,2018-08-07,8,Tuesday,False,31.4,15.5,24.6,0.0,0.0,10.5,0.1,14.0,0.083,55.0,22.5,Good,Good,Unhealthy for Sensitive Groups,Moderate,Moderate,143,Unhealthy for Sensitive Groups
1675,2018-08-08,8,Wednesday,False,33.0,16.8,25.6,0.0,0.0,13.3,0.0,14.0,0.073,36.0,13.5,Good,Good,Unhealthy for Sensitive Groups,Good,Moderate,108,Unhealthy for Sensitive Groups
1676,2018-08-09,8,Thursday,False,34.2,18.1,26.4,0.0,0.0,10.9,0.1,13.0,0.088,49.0,19.7,Good,Good,Unhealthy,Good,Moderate,156,Unhealthy
1677,2018-08-10,8,Friday,False,35.2,19.4,27.9,0.0,0.0,10.5,0.3,20.0,0.084,85.0,39.9,Good,Good,Unhealthy for Sensitive Groups,Moderate,Unhealthy for Sensitive Groups,146,Unhealthy for Sensitive Groups
1678,2018-08-11,8,Saturday,False,35.5,18.9,28.7,0.0,0.0,9.9,0.2,11.0,0.077,73.0,36.1,Good,Good,Unhealthy for Sensitive Groups,Moderate,Unhealthy for Sensitive Groups,122,Unhealthy for Sensitive Groups
1679,2018-08-12,8,Sunday,False,34.0,20.0,28.1,0.0,0.0,12.3,0.1,8.0,0.071,32.0,15.3,Good,Good,Unhealthy for Sensitive Groups,Good,Moderate,101,Unhealthy for Sensitive Groups
1680,2018-08-13,8,Monday,False,32.7,20.4,26.7,0.0,0.0,13.7,0.0,18.0,0.074,50.0,19.0,Good,Good,Unhealthy for Sensitive Groups,Good,Moderate,111,Unhealthy for Sensitive Groups
1681,2018-08-14,8,Tuesday,False,32.9,19.1,26.0,0.0,0.0,17.2,0.2,24.0,0.071,45.0,15.1,Good,Good,Unhealthy for Sensitive Groups,Good,Moderate,101,Unhealthy for Sensitive Groups
1682,2018-08-15,8,Wednesday,False,31.3,17.2,25.3,0.0,0.0,15.5,0.2,18.0,0.054,38.0,11.1,Good,Good,Good,Good,Good,50,Good
1683,2018-08-16,8,Thursday,False,30.7,18.4,25.1,0.0,0.0,12.5,0.2,22.0,0.062,27.0,11.8,Good,Good,Moderate,Good,Good,74,Moderate
1684,2018-08-17,8,Friday,False,31.5,18.4,25.5,0.1,0.0,13.2,0.1,13.0,0.065,46.0,10.8,Good,Good,Moderate,Good,Good,84,Moderate
1685,2018-08-18,8,Saturday,False,29.0,15.8,22.9,0.0,0.0,14.6,0.2,10.0,0.061,28.0,16.0,Good,Good,Moderate,Good,Moderate,71,Moderate
1686,2018-08-19,8,Sunday,False,29.3,14.5,22.8,0.0,0.0,10.4,0.2,11.0,0.068,38.0,21.8,Good,Good,Moderate,Good,Moderate,93,Moderate
1687,2018-08-20,8,Monday,True,32.6,16.9,24.6,0.1,0.0,16.7,0.2,17.0,0.058,34.42622950819672,10.2478431372549,Good,Good,Moderate,Good,Good,61,Moderate
1688,2018-08-21,8,Tuesday,True,27.1,17.6,22.5,1.5,0.0,14.1,0.1,16.54669117647059,0.057326086956521735,21.0,5.6,Good,Good,Moderate,Good,Good,58,Moderate
1689,2018-08-22,8,Wednesday,True,25.1,16.3,19.8,2.9,0.0,16.3,0.0,16.54669117647059,0.057326086956521735,17.0,4.5,Good,Good,Moderate,Good,Good,58,Moderate
1690,2018-08-23,8,Thursday,False,27.8,14.1,21.1,0.0,0.0,9.4,0.3,19.0,0.067,31.0,18.6,Good,Good,Moderate,Good,Moderate,90,Moderate
1691,2018-08-24,8,Friday,False,29.3,17.1,22.8,0.3,0.0,14.5,0.3,20.0,0.052,26.0,12.8,Good,Good,Good,Good,Moderate,52,Moderate
1692,2018-08-25,8,Saturday,False,29.6,16.4,23.5,0.0,0.0,14.3,0.0,8.0,0.053,14.0,4.3,Good,Good,Good,Good,Good,49,Good
1693,2018-08-26,8,Sunday,False,29.4,21.1,25.1,0.2,0.0,16.8,0.0,12.0,0.053,17.0,6.5,Good,Good,Good,Good,Good,49,Good
1694,2018-08-27,8,Monday,False,25.3,16.8,21.5,0.0,0.0,13.8,0.2,12.0,0.055,44.0,20.1,Good,Good,Moderate,Good,Moderate,68,Moderate
1695,2018-08-28,8,Tuesday,False,23.6,13.8,18.5,0.0,0.0,8.1,0.1,14.0,0.05,25.0,6.5,Good,Good,Good,Good,Good,46,Good
1696,2018-08-29,8,Wednesday,False,28.7,12.1,21.1,0.0,0.0,10.8,0.1,14.0,0.053,20.0,5.7,Good,Good,Good,Good,Good,49,Good
1697,2018-08-30,8,Thursday,False,30.1,17.2,23.9,0.0,0.0,18.4,0.1,11.0,0.045,21.0,3.9,Good,Good,Good,Good,Good,42,Good
1698,2018-08-31,8,Friday,False,27.5,16.7,22.2,0.2,0.0,11.6,0.1,20.0,0.057,24.0,6.8,Good,Good,Moderate,Good,Good,58,Moderate
1699,2018-09-01,9,Saturday,False,27.2,13.1,21.0,0.0,0.0,9.8,0.1,9.0,0.063,27.0,10.4,Good,Good,Moderate,Good,Good,77,Moderate
1700,2018-09-02,9,Sunday,False,28.9,12.9,21.6,0.0,0.0,11.5,0.1,12.0,0.064,23.0,9.3,Good,Good,Moderate,Good,Good,80,Moderate
1701,2018-09-03,9,Monday,False,29.3,13.9,22.4,0.0,0.0,10.9,0.1,14.0,0.063,23.0,9.3,Good,Good,Moderate,Good,Good,77,Moderate
1702,2018-09-04,9,Tuesday,False,28.2,15.0,22.1,0.0,0.0,10.9,0.2,24.0,0.057,38.0,9.5,Good,Good,Moderate,Good,Good,58,Moderate
1703,2018-09-05,9,Wednesday,False,28.8,15.1,22.1,0.0,0.0,10.1,0.2,16.0,0.058,28.0,8.4,Good,Good,Moderate,Good,Good,61,Moderate
1704,2018-09-06,9,Thursday,False,28.1,14.6,21.5,0.2,0.0,13.5,0.1,16.0,0.057,29.0,7.8,Good,Good,Moderate,Good,Good,58,Moderate
1705,2018-09-07,9,Friday,False,29.3,15.1,22.6,0.0,0.0,10.0,0.1,14.0,0.064,27.0,7.6,Good,Good,Moderate,Good,Good,80,Moderate
1706,2018-09-08,9,Saturday,False,30.4,15.8,23.2,0.0,0.0,7.9,0.1,13.0,0.051,24.0,6.0,Good,Good,Good,Good,Good,47,Good
1707,2018-09-09,9,Sunday,False,29.3,14.4,22.3,0.0,0.0,8.1,0.1,13.0,0.063,30.0,11.0,Good,Good,Moderate,Good,Good,77,Moderate
1708,2018-09-10,9,Monday,False,31.7,15.9,23.8,0.0,0.0,11.0,0.1,25.0,0.051,28.0,8.7,Good,Good,Good,Good,Good,47,Good
1709,2018-09-11,9,Tuesday,False,30.9,18.3,24.3,0.0,0.0,16.8,0.1,28.0,0.054,22.0,5.0,Good,Good,Good,Good,Good,50,Good
1710,2018-09-12,9,Wednesday,False,29.2,15.9,23.3,0.0,0.0,17.1,0.1,18.0,0.054,26.0,6.0,Good,Good,Good,Good,Good,50,Good
1711,2018-09-13,9,Thursday,False,27.6,15.7,21.8,0.0,0.0,17.9,0.1,10.0,0.045,21.0,4.6,Good,Good,Good,Good,Good,42,Good
1712,2018-09-14,9,Friday,False,29.2,14.7,22.4,0.0,0.0,10.7,0.2,19.0,0.047,24.0,10.6,Good,Good,Good,Good,Good,44,Good
1713,2018-09-15,9,Saturday,False,32.0,15.8,24.4,0.0,0.0,21.9,0.4,15.0,0.045,62.0,26.4,Good,Good,Good,Moderate,Moderate,81,Moderate
1714,2018-09-16,9,Sunday,False,30.3,18.0,24.6,0.0,0.0,20.7,0.0,7.0,0.039,19.0,4.7,Good,Good,Good,Good,Good,36,Good
1715,2018-09-17,9,Monday,False,29.3,15.8,23.2,0.0,0.0,10.6,0.2,28.0,0.042,28.0,8.5,Good,Good,Good,Good,Good,39,Good
1716,2018-09-18,9,Tuesday,False,29.2,15.7,23.1,0.0,0.0,17.3,0.2,32.0,0.044,29.0,8.5,Good,Good,Good,Good,Good,41,Good
1717,2018-09-19,9,Wednesday,False,28.0,13.4,22.6,0.0,0.0,15.2,0.2,26.0,0.053,28.0,11.5,Good,Good,Good,Good,Good,49,Good
1718,2018-09-20,9,Thursday,False,22.0,11.6,17.4,0.0,0.0,14.3,0.1,20.0,0.053,24.0,7.1,Good,Good,Good,Good,Good,49,Good
1719,2018-09-21,9,Friday,False,26.1,8.5,17.9,0.0,0.0,6.2,0.2,18.0,0.065,35.0,13.1,Good,Good,Moderate,Good,Moderate,84,Moderate
1720,2018-09-22,9,Saturday,False,27.8,12.7,20.7,0.0,0.0,13.6,0.3,12.0,0.054,35.0,13.0,Good,Good,Good,Good,Moderate,53,Moderate
1721,2018-09-23,9,Sunday,False,27.4,15.3,21.0,0.6,0.0,18.9,0.0,7.0,0.044,19.0,5.3,Good,Good,Good,Good,Good,41,Good
1722,2018-09-24,9,Monday,False,21.8,12.3,17.0,0.0,0.0,13.3,0.1,15.0,0.048,23.0,6.1,Good,Good,Good,Good,Good,44,Good
1723,2018-09-25,9,Tuesday,False,20.7,6.5,14.4,0.0,0.0,8.3,0.1,19.0,0.052,23.0,5.2,Good,Good,Good,Good,Good,48,Good
1724,2018-09-26,9,Wednesday,False,20.7,5.8,14.5,0.0,0.0,8.4,0.1,22.0,0.053,27.0,6.0,Good,Good,Good,Good,Good,49,Good
1725,2018-09-27,9,Thursday,False,24.3,8.2,16.7,0.0,0.0,5.9,0.2,18.0,0.049,33.0,7.2,Good,Good,Good,Good,Good,45,Good
1726,2018-09-28,9,Friday,False,27.7,10.9,20.1,0.0,0.0,9.3,0.2,20.0,0.046,26.0,7.1,Good,Good,Good,Good,Good,43,Good
1727,2018-09-29,9,Saturday,False,28.3,13.9,21.5,0.0,0.0,16.8,0.1,5.0,0.047,24.0,6.8,Good,Good,Good,Good,Good,44,Good
1728,2018-09-30,9,Sunday,False,25.6,14.9,21.3,0.1,0.0,19.9,0.0,11.0,0.036,18.0,6.1,Good,Good,Good,Good,Good,33,Good
1729,2018-10-01,10,Monday,False,25.1,15.5,20.4,0.3,0.0,12.6,0.1,22.0,0.036,25.0,8.1,Good,Good,Good,Good,Good,34,Good
1730,2018-10-02,10,Tuesday,False,24.2,15.7,19.1,15.7,0.0,11.5,0.1,18.0,0.033,16.0,5.6,Good,Good,Good,Good,Good,31,Good
1731,2018-10-03,10,Wednesday,False,21.5,14.1,17.2,3.0,0.0,7.6,0.2,18.0,0.031,8.0,2.4,Good,Good,Good,Good,Good,29,Good
1732,2018-10-04,10,Thursday,False,18.6,12.2,14.2,5.8,0.0,19.4,0.2,12.0,0.033,3.0,1.2,Good,Good,Good,Good,Good,31,Good
1733,2018-10-05,10,Friday,False,13.3,6.4,10.8,13.4,0.0,12.9,0.2,10.0,0.048,5.0,2.2,Good,Good,Good,Good,Good,44,Good
1734,2018-10-06,10,Saturday,False,14.8,6.0,10.1,1.8,0.0,10.1,0.2,9.0,0.045,7.0,3.4,Good,Good,Good,Good,Good,42,Good
1735,2018-10-07,10,Sunday,False,12.9,7.2,9.3,6.1,0.0,10.8,0.2,9.0,0.032,4.0,2.4,Good,Good,Good,Good,Good,30,Good
1736,2018-10-08,10,Monday,True,10.8,3.7,7.9,3.4,0.0,8.0,0.2,15.0,0.027,5.0,5.364598540145986,Good,Good,Good,Good,Good,25,Good
1737,2018-10-09,10,Tuesday,False,11.9,2.4,7.3,6.5,1.75,10.1,0.2,15.0,0.04,4.0,2.1,Good,Good,Good,Good,Good,37,Good
1738,2018-10-10,10,Wednesday,False,9.0,2.5,4.8,8.8,8.19,10.6,0.2,13.0,0.034,3.0,1.7,Good,Good,Good,Good,Good,31,Good
1739,2018-10-11,10,Thursday,False,11.4,-0.1,5.6,0.1,0.0,7.3,0.2,17.0,0.026,11.0,5.3,Good,Good,Good,Good,Good,24,Good
1740,2018-10-12,10,Friday,False,11.5,1.7,6.7,0.0,0.0,8.7,0.2,20.0,0.035,15.0,7.8,Good,Good,Good,Good,Good,32,Good
1741,2018-10-13,10,Saturday,False,13.6,0.9,7.5,0.0,0.0,11.0,0.2,14.0,0.043,13.0,4.3,Good,Good,Good,Good,Good,40,Good
1742,2018-10-14,10,Sunday,False,6.7,-2.1,3.0,0.0,0.91,13.4,0.1,9.0,0.035,6.0,2.4,Good,Good,Good,Good,Good,32,Good
1743,2018-10-15,10,Monday,False,6.8,-3.5,1.6,0.0,0.0,8.1,0.3,21.0,0.034,14.0,7.2,Good,Good,Good,Good,Good,31,Good
1744,2018-10-16,10,Tuesday,False,13.9,-0.8,5.9,0.0,0.0,7.9,0.3,29.0,0.032,18.0,6.4,Good,Good,Good,Good,Good,30,Good
1745,2018-10-17,10,Wednesday,False,15.1,0.4,7.3,0.1,0.0,9.2,0.2,23.0,0.037,14.0,4.3,Good,Good,Good,Good,Good,34,Good
1746,2018-10-18,10,Thursday,False,12.2,2.3,7.4,0.3,0.0,8.4,0.2,15.0,0.041,12.0,3.3,Good,Good,Good,Good,Good,38,Good
1747,2018-10-19,10,Friday,False,15.3,2.6,8.5,0.0,0.0,5.9,0.2,22.0,0.034,24.0,6.9,Good,Good,Good,Good,Good,31,Good
