DATE,CO,NO2,O3,PM10,PM25
2014-01-01,1.6,54.0,0.029,41.0,P 37.3
2014-01-02,1.8,52.0,0.02,19.0,25.0
2014-01-03,1.8,48.0,0.018,47.0,22.9
2014-01-04,1.9,46.0,0.035,28.0,13.3
2014-01-05,1.3,53.0,0.037,32.0,10.3
2014-01-06,1.8,47.0,0.022,51.0,13.7
2014-01-07,1.9,47.0,0.007,47.0,21.0
2014-01-08,0.8,48.0,0.003,73.0,33.9
2014-01-09,0.7,42.0,0.021,30.0,18.0
2014-01-10,1.0,46.0,0.021,30.0,7.9
2014-01-11,1.0,40.0,0.036,,9.1
2014-01-12,0.6,31.0,0.038,,2.5
2014-01-13,0.5,49.0,0.025,,5.4
2014-01-14,1.2,46.0,0.024,,13.2
2014-01-15,1.0,54.0,0.02,,17.7
2014-01-16,1.0,48.0,0.018,,20.5
2014-01-17,0.9,58.0,0.016,,24.3
2014-01-18,0.9,48.0,0.023,,23.6
2014-01-19,0.9,46.0,0.024,,23.4
2014-01-20,0.8,52.0,0.017,,25.5
2014-01-21,0.8,81.0,0.016,,30.0
2014-01-22,0.9,88.0,0.014,,34.9
2014-01-23,1.1,78.0,0.021,,P 43.2
2014-01-24,0.7,53.0,0.025,,17.9
2014-01-25,0.8,50.0,0.026,,19.1
2014-01-26,0.9,51.0,0.031,,17.3
2014-01-27,0.8,54.0,0.016,,21.0
2014-01-28,0.8,52.0,0.029,,25.9
2014-01-29,0.9,52.0,0.032,,11.5
2014-01-30,0.9,36.0,0.028,,5.4
2014-01-31,0.3,31.0,0.026,,10.8
2014-02-01,0.3,32.0,0.035,14.0,9.3
2014-02-02,0.3,25.0,0.038,10.0,5.2
2014-02-03,0.7,39.0,0.033,11.0,6.4
2014-02-04,0.3,38.0,0.034,13.0,5.1
2014-02-05,0.5,45.0,0.026,10.0,8.7
2014-02-06,0.6,37.0,0.032,11.0,10.0
2014-02-07,0.3,30.0,0.04,13.0,5.5
2014-02-08,0.3,20.0,0.039,11.0,3.3
2014-02-09,0.6,28.0,0.032,18.0,3.5
2014-02-10,0.7,36.0,0.025,9.0,8.3
2014-02-11,0.9,48.0,0.03,,7.2
2014-02-12,1.0,42.0,0.021,,7.3
2014-02-13,1.0,35.0,0.022,,4.8
2014-02-14,1.4,35.0,0.009,,7.3
2014-02-15,1.4,31.0,0.005,,7.2
2014-02-16,1.1,30.0,0.037,,2.5
2014-02-17,1.1,40.0,0.022,,6.3
2014-02-18,1.0,45.0,0.035,,5.5
2014-02-19,0.8,40.0,0.04,,2.6
2014-02-20,0.4,39.0,0.041,,1.2
2014-02-21,0.9,42.0,0.041,,4.0
2014-02-22,0.8,41.0,0.039,,3.6
2014-02-23,0.9,36.0,0.042,,2.9
2014-02-24,0.8,44.0,0.043,,3.8
2014-02-25,0.9,64.0,0.037,,4.7
2014-02-26,0.8,35.0,0.034,,3.4
2014-02-27,0.7,35.0,0.03,,3.3
2014-02-28,0.9,45.0,0.031,,4.5
2014-03-01,0.8,29.0,0.045,8.0,1.5
2014-03-02,0.7,30.0,0.045,14.0,2.5
2014-03-03,0.6,34.0,0.045,6.0,2.5
2014-03-04,0.9,40.0,0.028,11.0,5.3
2014-03-05,0.9,41.0,0.036,9.0,5.3
2014-03-06,0.9,38.0,0.04,6.0,4.5
2014-03-07,0.6,32.0,0.039,14.0,2.4
2014-03-08,0.7,37.0,0.044,15.0,3.5
2014-03-09,0.8,36.0,0.046,2.0,2.9
2014-03-10,0.8,38.0,0.044,11.0,4.4
2014-03-11,0.5,35.0,0.038,,2.7
2014-03-12,0.4,44.0,0.042,,4.2
2014-03-13,0.5,51.0,0.045,,4.5
2014-03-14,0.5,47.0,0.045,,4.6
2014-03-15,0.3,38.0,0.05,,3.2
2014-03-16,0.3,38.0,0.049,,2.8
2014-03-17,0.3,49.0,0.046,,4.6
2014-03-18,0.3,32.0,0.036,,3.2
2014-03-19,0.4,71.0,0.046,,3.4
2014-03-20,0.5,48.0,0.043,,3.5
2014-03-21,0.3,40.0,0.039,,5.7
2014-03-22,0.3,42.0,0.051,,4.7
2014-03-23,0.3,32.0,0.054,,4.6
2014-03-24,0.4,58.0,0.052,,6.6
2014-03-25,0.4,45.0,0.05,,6.2
2014-03-26,0.3,30.0,0.044,,3.5
2014-03-27,0.3,24.0,0.043,,1.4
2014-03-28,0.4,34.0,0.047,,2.7
2014-03-29,0.3,32.0,0.049,,3.7
2014-03-30,0.3,13.0,0.051,,4.0
2014-03-31,0.4,40.0,0.043,,2.0
2014-04-01,0.3,25.0,0.049,6.0,3.9
2014-04-02,0.4,32.0,0.045,7.0,3.3
2014-04-03,0.3,33.0,0.05,13.0,4.3
2014-04-04,0.5,51.0,0.048,22.0,3.7
2014-04-05,0.3,24.0,0.047,14.0,2.9
2014-04-06,0.3,28.0,0.043,13.0,4.2
2014-04-07,0.4,29.0,0.049,23.0,5.0
2014-04-08,0.6,33.0,0.044,6.0,5.1
2014-04-09,0.4,36.0,0.047,11.0,5.0
2014-04-10,0.4,27.0,0.055,9.0,5.2
2014-04-11,0.4,33.0,0.053,,7.0
2014-04-12,0.3,27.0,0.05,,5.4
2014-04-13,0.3,13.0,0.043,,3.6
2014-04-14,0.4,38.0,0.05,,4.8
2014-04-15,0.5,54.0,0.05,,4.4
2014-04-16,0.3,28.0,0.058,,3.7
2014-04-17,0.5,39.0,0.054,,4.0
2014-04-18,0.5,45.0,0.049,,5.6
2014-04-19,0.4,31.0,0.053,,6.2
2014-04-20,0.5,26.0,0.059,,6.9
2014-04-21,0.4,35.0,0.058,,8.5
2014-04-22,0.4,43.0,0.055,,14.5
2014-04-23,0.3,33.0,0.047,,4.2
2014-04-24,0.4,43.0,0.051,,3.0
2014-04-25,0.4,31.0,0.058,,11.4
2014-04-26,0.3,21.0,0.041,,3.7
2014-04-27,0.3,20.0,0.048,,2.2
2014-04-28,0.3,25.0,0.05,,2.7
2014-04-29,0.3,37.0,0.051,,5.7
2014-04-30,0.5,40.0,0.056,,5.1
2014-05-01,0.5,62.0,0.043,16.0,4.8
2014-05-02,0.5,37.0,0.056,24.0,4.8
2014-05-03,0.5,30.0,0.052,6.0,5.8
2014-05-04,0.4,20.0,0.058,5.0,7.0
2014-05-05,0.4,53.0,0.055,12.0,6.5
2014-05-06,0.4,32.0,0.054,22.0,8.9
2014-05-07,0.4,18.0,0.058,30.0,3.7
2014-05-08,0.4,22.0,0.048,23.0,2.2
2014-05-09,0.5,29.0,0.046,15.0,3.9
2014-05-10,0.6,18.0,0.052,49.0,4.0
2014-05-11,0.4,10.0,0.049,,1.7
2014-05-12,0.6,27.0,0.047,,2.6
2014-05-13,0.5,34.0,0.051,,3.1
2014-05-14,0.3,31.0,0.053,,4.1
2014-05-15,0.3,27.0,0.054,,4.1
2014-05-16,0.3,32.0,0.054,,6.6
2014-05-17,0.3,24.0,0.054,,6.1
2014-05-18,0.3,19.0,0.061,,7.5
2014-05-19,0.3,36.0,0.055,,7.3
2014-05-20,0.3,26.0,0.056,,7.3
2014-05-21,0.3,25.0,0.055,,6.1
2014-05-22,0.3,31.0,0.055,,8.0
2014-05-23,0.3,28.0,0.039,,6.9
2014-05-24,0.3,20.0,0.047,,5.0
2014-05-25,0.3,19.0,0.059,,7.0
2014-05-26,0.3,17.0,0.055,,6.5
2014-05-27,0.3,51.0,0.055,,6.7
2014-05-28,0.3,31.0,0.053,,9.5
2014-05-29,0.3,23.0,0.051,,9.4
2014-05-30,0.3,27.0,0.053,,7.1
2014-05-31,0.3,14.0,0.055,,7.3
2014-06-01,0.3,17.0,0.061,22.0,5.6
2014-06-02,0.3,25.0,0.067,30.0,6.4
2014-06-03,0.3,16.0,0.063,23.0,7.4
2014-06-04,0.3,28.0,0.066,34.0,9.4
2014-06-05,0.3,22.0,0.066,52.0,7.7
2014-06-06,0.3,23.0,0.055,30.0,5.7
2014-06-07,0.3,20.0,0.064,10.0,7.5
2014-06-08,0.3,16.0,0.046,17.0,8.2
2014-06-09,0.3,20.0,0.058,24.0,5.1
2014-06-10,0.3,30.0,0.056,14.0,12.9
2014-06-11,0.3,26.0,0.06,,10.4
2014-06-12,0.3,29.0,0.063,,14.0
2014-06-13,0.3,26.0,0.065,,17.7
2014-06-14,0.3,19.0,0.041,,4.4
2014-06-15,0.3,15.0,0.051,,3.2
2014-06-16,0.3,28.0,0.043,,11.6
2014-06-17,0.3,14.0,0.038,,3.2
2014-06-18,0.3,22.0,0.047,,3.9
2014-06-19,0.3,21.0,0.054,,3.7
2014-06-20,0.3,21.0,0.055,,3.9
2014-06-21,0.3,20.0,0.054,,5.7
2014-06-22,0.3,26.0,0.054,,6.0
2014-06-23,0.3,24.0,0.062,,7.0
2014-06-24,0.3,30.0,0.058,,7.3
2014-06-25,0.3,26.0,0.06,,6.5
2014-06-26,0.3,23.0,0.05,,6.4
2014-06-27,0.3,19.0,0.045,,5.1
2014-06-28,0.3,24.0,0.058,,6.6
2014-06-29,0.3,30.0,0.063,,5.2
2014-06-30,0.3,25.0,0.061,,4.0
2014-07-01,0.3,25.0,0.065,20.0,4.7
2014-07-02,0.3,19.0,0.06,48.0,5.8
2014-07-03,0.3,25.0,0.049,,8.8
2014-07-04,0.4,35.0,0.05,,20.4
2014-07-05,0.5,23.0,0.055,,12.2
2014-07-06,0.3,16.0,0.067,,14.5
2014-07-07,0.5,28.0,0.073,28.0,8.6
2014-07-08,0.4,36.0,0.074,9.0,7.7
2014-07-09,0.4,27.0,0.054,,5.8
2014-07-10,0.3,16.0,0.052,,10.2
2014-07-11,0.4,19.0,0.051,,6.1
2014-07-12,0.5,20.0,0.067,,7.5
2014-07-13,0.5,18.0,0.065,,8.8
2014-07-14,0.4,24.0,0.06,,10.1
2014-07-15,0.4,27.0,0.056,,12.5
2014-07-16,0.4,20.0,0.059,,8.8
2014-07-17,0.4,29.0,0.063,,9.7
2014-07-18,0.4,31.0,0.068,,14.8
2014-07-19,0.5,22.0,0.072,,13.5
2014-07-20,0.5,18.0,0.05,,8.7
2014-07-21,0.3,25.0,0.045,,4.7
2014-07-22,0.3,29.0,0.05,,
2014-07-23,,,0.031,,8.0
2014-07-24,,,,,10.6
2014-07-25,,,,,11.1
2014-07-26,,,,,8.6
2014-07-27,,,,,8.8
2014-07-28,,,,,5.2
2014-07-29,,,,,5.0
2014-07-30,,,,,4.1
2014-07-31,,,,,4.8
2014-08-01,,,0.02,16.0,6.0
2014-08-02,0.3,20.0,0.054,13.0,6.4
2014-08-03,0.3,15.0,0.046,28.0,4.8
2014-08-04,0.3,18.0,0.044,25.0,4.0
2014-08-05,0.3,23.0,0.042,16.0,3.8
2014-08-06,0.3,23.0,0.053,22.0,5.0
2014-08-07,0.3,19.0,0.049,14.0,5.9
2014-08-08,0.3,18.0,0.055,10.0,11.4
2014-08-09,0.4,17.0,0.06,8.0,13.2
2014-08-10,0.5,18.0,0.06,16.0,10.5
2014-08-11,0.4,23.0,0.053,,7.3
2014-08-12,0.3,23.0,0.042,,6.1
2014-08-13,0.5,27.0,0.039,,6.4
2014-08-14,0.4,26.0,0.049,,4.6
2014-08-15,0.3,22.0,0.05,,6.2
2014-08-16,0.4,24.0,0.056,,5.3
2014-08-17,0.3,17.0,0.052,,4.8
2014-08-18,0.4,27.0,0.053,,6.7
2014-08-19,0.3,19.0,0.036,,4.3
2014-08-20,0.3,21.0,0.05,,2.9
2014-08-21,0.5,28.0,0.045,,
2014-08-22,0.3,23.0,0.046,,
2014-08-23,0.3,19.0,0.056,,
2014-08-24,0.3,13.0,0.055,,
2014-08-25,0.4,28.0,0.048,,
2014-08-26,0.3,36.0,0.037,,
2014-08-27,0.3,23.0,0.043,,
2014-08-28,0.4,20.0,0.052,,
2014-08-29,0.5,27.0,0.048,,5.6
2014-08-30,0.4,21.0,0.039,,5.1
2014-08-31,0.3,15.0,0.047,,13.3
2014-09-01,0.3,26.0,0.053,19.0,9.8
2014-09-02,0.5,29.0,0.05,17.0,8.7
2014-09-03,0.4,38.0,0.045,9.0,8.2
2014-09-04,0.3,28.0,0.043,26.0,12.7
2014-09-05,0.4,23.0,0.039,14.0,5.9
2014-09-06,0.4,26.0,0.041,21.0,5.1
2014-09-07,0.3,14.0,0.045,28.0,4.1
2014-09-08,0.3,26.0,0.035,16.0,3.5
2014-09-09,0.4,22.0,0.024,19.0,3.2
2014-09-10,0.4,24.0,0.045,10.0,5.2
2014-09-11,0.5,31.0,0.043,,7.3
2014-09-12,0.5,29.0,0.038,,5.4
2014-09-13,0.5,27.0,0.043,,6.0
2014-09-14,0.5,26.0,0.047,,5.5
2014-09-15,0.5,29.0,0.048,,6.2
2014-09-16,0.5,34.0,0.044,,6.7
2014-09-17,0.5,29.0,0.042,,6.1
2014-09-18,0.5,28.0,0.035,,6.2
2014-09-19,,,,,10.3
2014-09-20,,,,,11.3
2014-09-21,,,,,4.8
2014-09-22,,,,,4.0
2014-09-23,0.3,21.0,0.047,,5.7
2014-09-24,0.5,24.0,0.043,,5.5
2014-09-25,0.5,34.0,0.044,,5.2
2014-09-26,0.5,27.0,0.034,,4.5
2014-09-27,0.3,18.0,0.029,,
2014-09-28,0.3,14.0,0.044,,
2014-09-29,0.4,23.0,0.048,,
2014-09-30,0.3,26.0,0.038,,3.7
2014-10-01,0.3,18.0,0.038,9.0,2.2
2014-10-02,0.4,27.0,0.04,11.0,2.7
2014-10-03,0.5,34.0,0.04,,4.4
2014-10-04,0.6,26.0,0.046,29.0,5.0
2014-10-05,0.4,20.0,0.043,15.0,3.1
2014-10-06,0.7,33.0,0.038,15.0,4.8
2014-10-07,0.6,30.0,0.038,20.0,5.1
2014-10-08,0.7,27.0,0.036,32.0,5.9
2014-10-09,0.7,40.0,0.043,21.0,7.5
2014-10-10,0.6,42.0,0.049,42.0,7.6
2014-10-11,0.6,30.0,0.04,,7.4
2014-10-12,0.7,20.0,0.037,,3.1
2014-10-13,0.4,28.0,0.036,,3.5
2014-10-14,0.4,33.0,0.016,,4.7
2014-10-15,,,,,6.2
2014-10-16,,,0.009,,6.3
2014-10-17,0.7,39.0,0.039,,6.5
2014-10-18,0.8,34.0,0.041,,6.0
2014-10-19,0.7,39.0,0.046,,5.6
2014-10-20,0.5,25.0,0.038,,4.3
2014-10-21,0.5,41.0,0.038,,4.4
2014-10-22,0.6,38.0,0.038,,3.7
2014-10-23,0.8,32.0,0.033,,4.8
2014-10-24,0.8,31.0,0.037,,5.3
2014-10-25,0.6,21.0,0.038,,5.8
2014-10-26,0.4,9.0,0.045,,7.6
2014-10-27,0.5,30.0,0.041,,2.5
2014-10-28,0.7,34.0,0.033,,3.9
2014-10-29,0.9,39.0,0.025,,5.1
2014-10-30,1.0,37.0,0.028,,5.3
2014-10-31,1.0,45.0,0.042,,5.3
2014-11-01,0.5,8.0,0.042,,5.7
2014-11-02,0.3,7.0,0.037,15.0,1.2
2014-11-03,0.6,32.0,0.03,18.0,3.1
2014-11-04,0.8,39.0,0.03,20.0,6.3
2014-11-05,0.9,38.0,0.031,15.0,6.2
2014-11-06,1.1,38.0,0.028,11.0,7.1
2014-11-07,1.1,33.0,0.013,33.0,6.0
2014-11-08,1.0,36.0,0.036,7.0,6.5
2014-11-09,1.0,27.0,0.036,24.0,2.9
2014-11-10,0.8,34.0,0.042,12.0,2.6
2014-11-11,0.8,35.0,0.027,,4.0
2014-11-12,0.6,16.0,0.024,,5.2
2014-11-13,0.9,29.0,0.022,,12.1
2014-11-14,1.7,33.0,0.026,,20.9
2014-11-15,1.6,31.0,0.042,,4.2
2014-11-16,0.7,35.0,0.035,,6.6
2014-11-17,1.0,41.0,0.027,,10.0
2014-11-18,1.4,59.0,0.025,,10.5
2014-11-19,1.7,48.0,0.011,,12.6
2014-11-20,1.8,42.0,0.008,,14.2
2014-11-21,1.5,41.0,0.02,,10.5
2014-11-22,1.3,33.0,0.033,,3.2
2014-11-23,0.8,26.0,0.038,,2.7
2014-11-24,0.8,35.0,0.036,,2.4
2014-11-25,1.3,50.0,0.006,,6.8
2014-11-26,1.4,35.0,0.021,,6.7
2014-11-27,1.3,32.0,0.01,,6.1
2014-11-28,1.3,35.0,0.031,,4.4
2014-11-29,1.0,18.0,0.038,,3.0
2014-11-30,0.8,22.0,0.03,,3.9
2014-12-01,1.3,38.0,0.025,20.0,
2014-12-02,1.5,36.0,0.013,,
2014-12-03,1.5,33.0,0.022,,
2014-12-04,1.3,32.0,0.014,,4.8
2014-12-05,1.3,37.0,0.018,4.0,5.3
2014-12-06,1.3,31.0,0.021,,5.9
2014-12-07,1.3,29.0,0.022,,5.6
2014-12-08,1.4,41.0,0.016,2.0,8.8
2014-12-09,1.5,48.0,0.019,2.0,8.3
2014-12-10,1.5,55.0,0.011,2.0,11.5
2014-12-11,1.6,40.0,0.01,,7.6
2014-12-12,1.5,38.0,0.045,,4.8
2014-12-13,0.9,19.0,0.043,,1.9
2014-12-14,1.0,27.0,0.031,,3.8
2014-12-15,1.3,36.0,0.024,,7.4
2014-12-16,1.3,53.0,0.017,,7.0
2014-12-17,1.5,67.0,0.011,,11.3
2014-12-18,1.4,34.0,0.025,,7.4
2014-12-19,1.5,38.0,0.023,,7.2
2014-12-20,1.6,35.0,0.02,,5.0
2014-12-21,1.2,28.0,0.034,,2.3
2014-12-22,1.0,33.0,0.037,,1.5
2014-12-23,1.2,37.0,0.029,,5.2
2014-12-24,1.2,38.0,0.028,,
2014-12-25,1.2,16.0,0.037,,
2014-12-26,1.1,30.0,0.032,,
2014-12-27,1.2,40.0,0.029,,
2014-12-28,1.3,41.0,0.034,,
2014-12-29,1.1,37.0,0.034,,5.3
2014-12-30,1.1,35.0,0.026,,6.2
2014-12-31,1.3,43.0,0.025,,11.5
2015-01-01,1.3,47.0,0.033,,15.4
2015-01-02,1.5,48.0,0.028,,17.3
2015-01-03,1.5,49.0,0.026,,25.8
2015-01-04,1.6,45.0,0.02,,20.6
2015-01-05,2.2,47.0,0.01,,26.7
2015-01-06,2.2,45.0,0.012,34.0,24.5
2015-01-07,2.1,58.0,0.014,,3.9
2015-01-08,2.1,44.0,0.011,,9.5
2015-01-09,1.9,42.0,0.016,40.0,25.0
2015-01-10,1.9,34.0,0.003,,P 38.6
2015-01-11,2.0,33.0,0.006,,26.6
2015-01-12,1.6,32.0,0.01,15.0,12.0
2015-01-13,1.3,27.0,0.01,,7.0
2015-01-14,1.2,31.0,0.02,,13.8
2015-01-15,1.4,66.0,0.026,,13.1
2015-01-16,2.0,38.0,0.009,,16.9
2015-01-17,2.1,37.0,0.026,,15.3
2015-01-18,1.5,33.0,0.031,12.0,3.7
2015-01-19,1.5,38.0,0.018,,10.6
2015-01-20,1.5,34.0,0.028,,7.0
2015-01-21,1.6,35.0,0.028,,9.3
2015-01-22,1.6,42.0,0.031,,8.5
2015-01-23,1.6,41.0,0.022,,14.3
2015-01-24,1.8,38.0,0.018,,18.7
2015-01-25,1.8,36.0,0.028,,13.7
2015-01-26,1.8,47.0,0.021,,17.3
2015-01-27,1.9,43.0,0.028,,10.3
2015-01-28,1.5,32.0,0.023,,8.9
2015-01-29,1.6,30.0,0.013,29.0,17.8
2015-01-30,1.7,31.0,0.006,,15.2
2015-01-31,1.6,33.0,0.024,,10.2
2015-02-01,1.5,33.0,0.034,,7.2
2015-02-02,1.5,45.0,0.029,16.0,5.5
2015-02-03,0.6,38.0,0.029,,2.7
2015-02-04,0.6,31.0,0.026,,2.7
2015-02-05,0.8,73.0,0.02,19.0,4.7
2015-02-06,0.7,45.0,0.028,,3.7
2015-02-07,0.5,33.0,0.036,,2.8
2015-02-08,0.9,39.0,0.037,11.0,3.9
2015-02-09,0.9,30.0,0.028,,3.8
2015-02-10,0.9,44.0,0.035,,
2015-02-11,0.5,38.0,0.03,14.0,4.4
2015-02-12,0.5,37.0,0.031,,4.9
2015-02-13,0.6,39.0,0.029,,6.9
2015-02-14,0.7,38.0,0.033,23.0,8.0
2015-02-15,0.7,32.0,0.039,,6.8
2015-02-16,0.4,33.0,0.039,,3.9
2015-02-17,0.5,39.0,0.037,14.0,3.8
2015-02-18,0.7,39.0,0.036,,4.3
2015-02-19,0.7,40.0,0.032,,5.1
2015-02-20,0.6,40.0,0.043,22.0,4.3
2015-02-21,0.4,29.0,0.042,,3.7
2015-02-22,0.4,25.0,0.039,,2.2
2015-02-23,0.5,35.0,0.037,10.0,2.5
2015-02-24,0.7,43.0,0.039,,6.2
2015-02-25,0.8,45.0,0.042,,5.5
2015-02-26,0.5,35.0,0.034,15.0,5.5
2015-02-27,0.5,38.0,0.038,,10.0
2015-02-28,0.6,32.0,0.039,,5.5
2015-03-01,0.4,23.0,0.039,13.0,9.5
2015-03-02,0.4,25.0,0.035,,6.9
2015-03-03,0.3,17.0,0.037,,2.5
2015-03-04,0.4,34.0,0.039,15.0,6.9
2015-03-05,0.6,38.0,0.041,,6.7
2015-03-06,0.8,54.0,0.044,,7.4
2015-03-07,0.7,34.0,0.045,18.0,7.0
2015-03-08,0.6,31.0,0.046,,5.8
2015-03-09,0.8,41.0,0.043,,6.2
2015-03-10,0.8,51.0,0.045,18.0,6.0
2015-03-11,0.8,40.0,0.044,,4.8
2015-03-12,0.5,38.0,0.045,,3.5
2015-03-13,0.7,31.0,0.044,16.0,4.1
2015-03-14,0.4,30.0,0.05,,3.5
2015-03-15,0.4,29.0,0.049,,2.8
2015-03-16,0.5,45.0,0.051,16.0,3.9
2015-03-17,0.6,37.0,0.049,,4.6
2015-03-18,0.3,30.0,0.05,,4.0
2015-03-19,0.4,31.0,0.046,19.0,3.6
2015-03-20,0.5,43.0,0.05,,4.2
2015-03-21,0.5,34.0,0.045,,4.5
2015-03-22,0.4,25.0,0.045,18.0,4.4
2015-03-23,0.3,23.0,0.04,,3.7
2015-03-24,0.4,32.0,0.041,,2.4
2015-03-25,0.4,29.0,0.046,8.0,1.7
2015-03-26,0.7,37.0,0.043,,3.9
2015-03-27,0.6,34.0,0.04,,3.8
2015-03-28,0.4,29.0,0.047,14.0,3.5
2015-03-29,0.3,24.0,0.053,,3.0
2015-03-30,0.5,56.0,0.046,,4.8
2015-03-31,0.6,60.0,0.055,,7.1
2015-04-01,0.3,,0.052,,6.9
2015-04-02,0.3,,0.047,,2.5
2015-04-03,0.5,,0.053,11.0,3.5
2015-04-04,0.5,,0.054,,4.8
2015-04-05,0.5,,0.06,,10.4
2015-04-06,0.3,,0.055,33.0,9.3
2015-04-07,0.4,,0.054,,12.7
2015-04-08,0.2,,0.049,,2.4
2015-04-09,0.3,,0.047,10.0,3.8
2015-04-10,0.3,,0.053,,5.7
2015-04-11,0.3,,0.056,,6.4
2015-04-12,0.2,,0.056,11.0,3.3
2015-04-13,0.4,,0.049,,4.0
2015-04-14,0.4,,0.055,,19.4
2015-04-15,0.2,,0.042,8.0,3.6
2015-04-16,0.3,,0.041,,4.9
2015-04-17,0.4,,0.046,,3.8
2015-04-18,0.3,,0.055,14.0,4.6
2015-04-19,0.3,,0.055,,5.3
2015-04-20,0.4,,0.058,,10.9
2015-04-21,0.4,,0.056,,13.0
2015-04-22,0.4,,0.055,,8.3
2015-04-23,0.4,,0.055,,6.4
2015-04-24,0.4,,0.054,,6.1
2015-04-25,0.3,,0.046,,
2015-04-26,0.2,,0.043,,1.6
2015-04-27,0.4,,0.046,,4.2
2015-04-28,0.3,,0.054,,3.8
2015-04-29,0.3,,0.059,21.0,
2015-04-30,0.3,,0.055,,5.2
2015-05-01,0.3,,0.058,,6.7
2015-05-02,0.3,,0.062,,4.9
2015-05-03,0.2,,0.062,15.0,4.0
2015-05-04,0.3,,0.056,,6.1
2015-05-05,0.3,,0.053,,6.2
2015-05-06,0.2,,0.051,5.0,2.6
2015-05-07,0.3,,0.053,,4.3
2015-05-08,0.3,,0.051,,4.7
2015-05-09,0.2,,0.051,3.0,0.8
2015-05-10,0.2,,0.055,,2.7
2015-05-11,0.3,,0.059,,5.2
2015-05-12,0.3,,0.062,15.0,4.9
2015-05-13,0.3,,0.062,,4.9
2015-05-14,0.3,,0.048,,4.3
2015-05-15,0.3,,0.038,7.0,2.4
2015-05-16,0.3,,,,1.6
2015-05-17,0.3,,,,1.7
2015-05-18,0.3,,0.047,9.0,3.3
2015-05-19,0.3,,0.055,,
2015-05-20,0.2,,0.058,,
2015-05-21,0.3,18.0,0.051,10.0,
2015-05-22,0.3,16.0,0.05,,
2015-05-23,0.2,7.0,0.06,,
2015-05-24,0.2,6.0,0.055,6.0,
2015-05-25,0.2,11.0,0.052,,
2015-05-26,0.3,12.0,0.042,,0.0
2015-05-27,0.3,14.0,0.047,8.0,4.5
2015-05-28,0.2,17.0,0.055,,3.1
2015-05-29,0.3,13.0,0.062,13.0,3.7
2015-05-30,0.2,15.0,0.057,,5.3
2015-05-31,0.2,6.0,0.058,,4.6
2015-06-01,0.3,13.0,.047,,5.5
2015-06-02,0.3,10.0,.058,18.0,
2015-06-03,0.3,11.0,.065,,
2015-06-04,0.3,12.0,.071,,
2015-06-05,0.3,15.0,.061,,
2015-06-06,0.2,7.0,.067,,
2015-06-07,0.2,7.0,.068,,
2015-06-08,0.3,14.0,.069,,
2015-06-09,0.3,13.0,P .076,,
2015-06-10,0.2,12.0,.056,,
2015-06-11,0.2,9.0,.052,10.0,
2015-06-12,0.2,10.0,.066,,
2015-06-13,0.2,13.0,.060,,
2015-06-14,0.2,5.0,.054,14.0,
2015-06-15,0.3,11.0,.054,,
2015-06-16,0.2,11.0,.066,,
2015-06-17,0.3,11.0,.068,20.0,6.2
2015-06-18,0.3,14.0,.070,,5.2
2015-06-19,0.2,10.0,.073,,5.4
2015-06-20,0.3,10.0,.071,21.0,5.7
2015-06-21,0.3,7.0,.057,,10.5
2015-06-22,0.3,11.0,.067,,10.0
2015-06-23,0.3,16.0,.065,26.0,7.6
2015-06-24,0.3,13.0,.068,,8.7
2015-06-25,0.3,13.0,.070,,12.8
2015-06-26,0.3,14.0,.071,23.0,8.2
2015-06-27,0.3,10.0,.070,,7.5
2015-06-28,0.2,8.0,.070,,6.3
2015-06-29,0.3,11.0,.073,27.0,9.7
2015-06-30,0.2,13.0,.066,,10.9
2015-07-01,0.2,8.0,0.073,,14.1
2015-07-02,0.2,16.0,0.062,26.0,10.8
2015-07-03,0.2,13.0,0.07,,14.6
2015-07-04,0.3,13.0,0.06,,22.6
2015-07-05,0.2,9.0,0.058,15.0,9.2
2015-07-06,0.2,11.0,0.05,,7.2
2015-07-07,0.2,10.0,0.05,,6.1
2015-07-08,0.1,9.0,0.052,14.0,4.6
2015-07-09,0.1,6.0,0.047,,2.3
2015-07-10,0.1,11.0,0.045,,2.4
2015-07-11,0.1,10.0,0.04,11.0,3.7
2015-07-12,0.1,4.0,0.052,,2.7
2015-07-13,0.2,13.0,0.048,,3.8
2015-07-14,0.2,11.0,0.048,16.0,4.4
2015-07-15,0.1,9.0,0.053,,4.4
2015-07-16,0.2,13.0,0.057,,
2015-07-17,0.1,9.0,0.059,20.0,5.3
2015-07-18,0.1,5.0,0.06,,5.4
2015-07-19,0.1,5.0,0.06,,4.1
2015-07-20,0.2,13.0,0.042,17.0,5.1
2015-07-21,0.2,7.0,0.062,,
2015-07-22,0.3,12.0,0.048,,4.7
2015-07-23,0.2,7.0,0.049,14.0,3.8
2015-07-24,0.2,8.0,0.044,,5.8
2015-07-25,0.2,9.0,0.06,,5.9
2015-07-26,0.2,8.0,0.052,13.0,4.2
2015-07-27,0.2,12.0,0.05,,6.6
2015-07-28,0.2,11.0,0.052,,3.7
2015-07-29,0.2,13.0,0.063,19.0,5.0
2015-07-30,0.3,14.0,0.064,,
2015-07-31,0.3,12.0,0.066,,
2015-08-01,0.3,13.0,0.068,24.0,
2015-08-02,0.3,7.0,0.055,,
2015-08-03,0.3,10.0,0.045,,
2015-08-04,0.3,10.0,0.058,17.0,
