aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
49,190.8,2023-05-03:22,4.3,105.2,12.0,9.0,0.6,2023-05-03T16:00:00,2023-05-03T22:00:00,1683151200
49,152.7,2023-05-03:21,3.4,106.4,8.0,7.6,0.8,2023-05-03T15:00:00,2023-05-03T21:00:00,1683147600
48,114.5,2023-05-03:20,3.8,104.4,8.3,6.25,0.6,2023-05-03T14:00:00,2023-05-03T20:00:00,1683144000
46,114.5,2023-05-03:19,3.7,100.4,8.7,6.5,0.5,2023-05-03T13:00:00,2023-05-03T19:00:00,1683140400
45,114.5,2023-05-03:18,3.7,96.0,9.0,6.75,0.2,2023-05-03T12:00:00,2023-05-03T18:00:00,1683136800
46,114.5,2023-05-03:17,5.1,90.0,10.7,8.0,0.6,2023-05-03T11:00:00,2023-05-03T17:00:00,1683133200
49,114.5,2023-05-03:16,5.8,83.6,53.0,11.8,0.8,2023-05-03T10:00:00,2023-05-03T16:00:00,1683129600
52,190.8,2023-05-03:15,12.8,68.4,14.0,13.1,1.3,2023-05-03T09:00:00,2023-05-03T15:00:00,1683126000
56,190.8,2023-05-03:14,15.0,58.8,15.3,15.0,0.8,2023-05-03T08:00:00,2023-05-03T14:00:00,1683122400
52,343.5,2023-05-03:13,20.8,48.4,16.7,13.1,0.6,2023-05-03T07:00:00,2023-05-03T13:00:00,1683118800
51,305.3,2023-05-03:12,19.4,48.4,18.0,12.4,0.5,2023-05-03T06:00:00,2023-05-03T12:00:00,1683115200
47,229.0,2023-05-03:11,14.0,53.2,19.0,11.4,0.6,2023-05-03T05:00:00,2023-05-03T11:00:00,1683111600
50,152.7,2023-05-03:10,9.4,58.8,20.0,12.1,0.5,2023-05-03T04:00:00,2023-05-03T10:00:00,1683108000
53,114.5,2023-05-03:09,7.5,66.8,21.0,13.2,0.5,2023-05-03T03:00:00,2023-05-03T09:00:00,1683104400
53,114.5,2023-05-03:08,8.4,68.0,21.0,13.5,0.5,2023-05-03T02:00:00,2023-05-03T08:00:00,1683100800
54,114.5,2023-05-03:07,8.0,76.8,18.3,14.0,0.5,2023-05-03T01:00:00,2023-05-03T07:00:00,1683097200
55,152.7,2023-05-03:06,9.5,75.2,17.0,14.1,0.6,2023-05-03T00:00:00,2023-05-03T06:00:00,1683093600
59,190.8,2023-05-03:05,10.1,80.0,19.7,16.2,0.6,2023-05-02T23:00:00,2023-05-03T05:00:00,1683090000
63,152.7,2023-05-03:04,7.4,86.0,22.3,18.1,0.5,2023-05-02T22:00:00,2023-05-03T04:00:00,1683086400
46,114.5,2023-05-03:03,6.2,93.2,25.0,11.1,0.5,2023-05-02T21:00:00,2023-05-03T03:00:00,1683082800
51,190.8,2023-05-03:02,7.2,100.0,23.7,12.3,0.5,2023-05-02T20:00:00,2023-05-03T02:00:00,1683079200
54,190.8,2023-05-03:01,5.6,106.4,22.3,13.7,0.6,2023-05-02T19:00:00,2023-05-03T01:00:00,1683075600
54,190.8,2023-05-03:00,4.0,109.6,21.0,14.0,0.4,2023-05-02T18:00:00,2023-05-03T00:00:00,1683072000
56,190.8,2023-05-02:23,4.5,110.0,17.3,14.6,0.1,2023-05-02T17:00:00,2023-05-02T23:00:00,1683068400
76,152.7,2023-05-02:22,4.1,110.0,32.0,24.0,0.6,2023-05-02T16:00:00,2023-05-02T22:00:00,1683064800
63,152.7,2023-05-02:21,3.2,109.2,10.0,7.5,0.4,2023-05-02T15:00:00,2023-05-02T21:00:00,1683061200
72,114.5,2023-05-02:20,2.4,106.0,11.0,8.25,1.9,2023-05-02T14:00:00,2023-05-02T20:00:00,1683057600
63,114.5,2023-05-02:19,2.6,102.8,12.0,9.0,3.5,2023-05-02T13:00:00,2023-05-02T19:00:00,1683054000
46,114.5,2023-05-02:18,2.9,98.8,13.0,10.0,5.0,2023-05-02T12:00:00,2023-05-02T18:00:00,1683050400
47,76.3,2023-05-02:17,2.9,94.0,12.3,11.3,4.3,2023-05-02T11:00:00,2023-05-02T17:00:00,1683046800
55,76.3,2023-05-02:16,3.8,89.2,11.7,8.75,3.7,2023-05-02T10:00:00,2023-05-02T16:00:00,1683043200
42,76.3,2023-05-02:15,5.3,85.2,11.0,10.0,3.0,2023-05-02T09:00:00,2023-05-02T15:00:00,1683039600
47,152.7,2023-05-02:14,12.0,74.0,11.3,11.3,0.5,2023-05-02T08:00:00,2023-05-02T14:00:00,1683036000
42,152.7,2023-05-02:13,13.6,68.4,11.7,10.0,0.9,2023-05-02T07:00:00,2023-05-02T13:00:00,1683032400
44,190.8,2023-05-02:12,13.7,72.4,12.0,10.6,0.9,2023-05-02T06:00:00,2023-05-02T12:00:00,1683028800
45,114.5,2023-05-02:11,8.4,77.6,13.7,10.7,0.9,2023-05-02T05:00:00,2023-05-02T11:00:00,1683025200
38,76.3,2023-05-02:10,5.9,81.2,15.3,8.7,0.6,2023-05-02T04:00:00,2023-05-02T10:00:00,1683021600
45,114.5,2023-05-02:09,9.3,75.6,17.0,10.9,0.9,2023-05-02T03:00:00,2023-05-02T09:00:00,1683018000
42,76.3,2023-05-02:08,7.6,81.2,18.3,10.0,0.9,2023-05-02T02:00:00,2023-05-02T08:00:00,1683014400
51,152.7,2023-05-02:07,10.3,71.2,19.7,12.4,0.8,2023-05-02T01:00:00,2023-05-02T07:00:00,1683010800
50,152.7,2023-05-02:06,10.9,71.6,21.0,12.2,0.9,2023-05-02T00:00:00,2023-05-02T06:00:00,1683007200
48,229.0,2023-05-02:05,12.7,74.8,21.3,11.5,0.9,2023-05-01T23:00:00,2023-05-02T05:00:00,1683003600
45,229.0,2023-05-02:04,11.9,77.6,21.7,10.8,0.9,2023-05-01T22:00:00,2023-05-02T04:00:00,1683000000
48,190.8,2023-05-02:03,9.5,87.2,22.0,11.5,1.0,2023-05-01T21:00:00,2023-05-02T03:00:00,1682996400
49,229.0,2023-05-02:02,7.9,96.8,20.7,11.8,0.9,2023-05-01T20:00:00,2023-05-02T02:00:00,1682992800
53,190.8,2023-05-02:01,6.5,104.0,19.3,13.4,0.8,2023-05-01T19:00:00,2023-05-02T01:00:00,1682989200
52,190.8,2023-05-02:00,4.5,110.4,18.0,13.0,0.9,2023-05-01T18:00:00,2023-05-02T00:00:00,1682985600
52,190.8,2023-05-01:23,4.5,112.8,20.0,9.3,1.0,2023-05-01T17:00:00,2023-05-01T23:00:00,1682982000
53,190.8,2023-05-01:22,4.1,114.4,22.0,10.2,0.9,2023-05-01T16:00:00,2023-05-01T22:00:00,1682978400
53,152.7,2023-05-01:21,4.0,115.2,24.0,10.2,0.9,2023-05-01T15:00:00,2023-05-01T21:00:00,1682974800
67,190.8,2023-05-01:20,3.9,114.4,21.3,19.8,0.9,2023-05-01T14:00:00,2023-05-01T20:00:00,1682971200
52,152.7,2023-05-01:19,4.8,111.6,18.7,11.3,0.9,2023-05-01T13:00:00,2023-05-01T19:00:00,1682967600
51,152.7,2023-05-01:18,3.9,109.2,16.0,9.2,0.8,2023-05-01T12:00:00,2023-05-01T18:00:00,1682964000
46,76.3,2023-05-01:17,5.6,99.6,16.3,8.8,0.9,2023-05-01T11:00:00,2023-05-01T17:00:00,1682960400
49,152.7,2023-05-01:16,9.9,79.2,16.7,11.8,1.1,2023-05-01T10:00:00,2023-05-01T16:00:00,1682956800
46,152.7,2023-05-01:15,11.3,74.0,17.0,11.1,3.0,2023-05-01T09:00:00,2023-05-01T15:00:00,1682953200
48,190.8,2023-05-01:14,14.2,66.0,18.3,11.6,2.3,2023-05-01T08:00:00,2023-05-01T14:00:00,1682949600
45,190.8,2023-05-01:13,17.3,54.0,19.7,10.8,0.9,2023-05-01T07:00:00,2023-05-01T13:00:00,1682946000
35,152.7,2023-05-01:12,14.2,58.0,21.0,8.4,0.8,2023-05-01T06:00:00,2023-05-01T12:00:00,1682942400
32,171.8,2023-05-01:11,7.6,68.4,20.3,7.5,0.8,2023-05-01T05:00:00,2023-05-01T11:00:00,1682938800
33,76.3,2023-05-01:10,7.2,71.6,19.7,7.5,0.8,2023-05-01T04:00:00,2023-05-01T10:00:00,1682935200
34,76.3,2023-05-01:09,6.0,73.6,19.0,7.2,0.8,2023-05-01T03:00:00,2023-05-01T09:00:00,1682931600
35,76.3,2023-05-01:08,5.6,75.6,20.0,7.1,0.8,2023-05-01T02:00:00,2023-05-01T08:00:00,1682928000
38,114.5,2023-05-01:07,7.5,76.8,21.0,9.1,0.8,2023-05-01T01:00:00,2023-05-01T07:00:00,1682924400
40,190.8,2023-05-01:06,12.1,66.8,22.0,9.7,0.8,2023-05-01T00:00:00,2023-05-01T06:00:00,1682920800
49,98.0,2023-06-30:06,8.0,107.0,11.0,9.0,2.0,2023-06-30T00:00:00,2023-06-30T06:00:00,1688104800
51,92.7,2023-06-30:05,6.7,111.3,28.0,8.0,1.7,2023-06-29T23:00:00,2023-06-30T05:00:00,1688101200
53,87.3,2023-06-30:04,5.3,115.7,27.0,9.0,1.3,2023-06-29T22:00:00,2023-06-30T04:00:00,1688097600
50,82.0,2023-06-30:03,4.0,120.0,11.0,7.0,1.0,2023-06-29T21:00:00,2023-06-30T03:00:00,1688094000
58,79.3,2023-06-30:02,3.0,126.7,22.0,11.0,1.3,2023-06-29T20:00:00,2023-06-30T02:00:00,1688090400
67,76.7,2023-06-30:01,2.0,133.3,11.7,10.0,1.7,2023-06-29T19:00:00,2023-06-30T01:00:00,1688086800
75,74.0,2023-06-30:00,1.0,140.0,12.0,9.0,2.0,2023-06-29T18:00:00,2023-06-30T00:00:00,1688083200
75,74.0,2023-06-29:23,0.7,139.7,23.0,8.0,2.3,2023-06-29T17:00:00,2023-06-29T23:00:00,1688079600
74,74.0,2023-06-29:22,0.3,139.3,27.0,10.0,2.7,2023-06-29T16:00:00,2023-06-29T22:00:00,1688076000
74,74.0,2023-06-29:21,0.0,139.0,45.0,20.0,3.0,2023-06-29T15:00:00,2023-06-29T21:00:00,1688072400
73,73.7,2023-06-29:20,0.0,138.7,29.0,9.0,3.3,2023-06-29T14:00:00,2023-06-29T20:00:00,1688068800
73,73.3,2023-06-29:19,0.0,138.3,40.0,13.0,3.7,2023-06-29T13:00:00,2023-06-29T19:00:00,1688065200
72,73.0,2023-06-29:18,0.0,138.0,38.0,11.0,4.0,2023-06-29T12:00:00,2023-06-29T18:00:00,1688061600
62,74.3,2023-06-29:17,0.3,129.3,38.0,9.0,3.3,2023-06-29T11:00:00,2023-06-29T17:00:00,1688058000
51,75.7,2023-06-29:16,0.7,120.7,37.0,9.0,2.7,2023-06-29T10:00:00,2023-06-29T16:00:00,1688054400
115,77.0,2023-06-29:15,1.0,112.0,14.0,10.5,2.0,2023-06-29T09:00:00,2023-06-29T15:00:00,1688050800
56,80.0,2023-06-29:14,1.7,103.7,33.0,15.0,2.0,2023-06-29T08:00:00,2023-06-29T14:00:00,1688047200
59,83.0,2023-06-29:13,2.3,95.3,20.0,16.0,2.0,2023-06-29T07:00:00,2023-06-29T13:00:00,1688043600
50,86.0,2023-06-29:12,3.0,87.0,23.0,12.0,2.0,2023-06-29T06:00:00,2023-06-29T12:00:00,1688040000
42,86.3,2023-06-29:11,3.7,90.7,20.7,10.0,2.0,2023-06-29T05:00:00,2023-06-29T11:00:00,1688036400
44,86.7,2023-06-29:10,4.3,94.3,19.0,9.0,2.0,2023-06-29T04:00:00,2023-06-29T10:00:00,1688032800
45,87.0,2023-06-29:09,5.0,98.0,16.0,9.0,2.0,2023-06-29T03:00:00,2023-06-29T09:00:00,1688029200
47,86.3,2023-06-29:08,5.0,102.0,16.0,9.0,2.0,2023-06-29T02:00:00,2023-06-29T08:00:00,1688025600
49,85.7,2023-06-29:07,5.0,106.0,23.0,9.0,2.0,2023-06-29T01:00:00,2023-06-29T07:00:00,1688022000
51,85.0,2023-06-29:06,5.0,110.0,13.0,7.0,2.0,2023-06-29T00:00:00,2023-06-29T06:00:00,1688018400
53,82.3,2023-06-29:05,4.3,114.7,16.0,8.0,2.7,2023-06-28T23:00:00,2023-06-29T05:00:00,1688014800
55,79.7,2023-06-29:04,3.7,119.3,19.0,13.0,3.3,2023-06-28T22:00:00,2023-06-29T04:00:00,1688011200
55,77.0,2023-06-29:03,3.0,124.0,22.0,14.0,4.0,2023-06-28T21:00:00,2023-06-29T03:00:00,1688007600
63,75.0,2023-06-29:02,2.3,130.3,11.0,11.0,4.7,2023-06-28T20:00:00,2023-06-29T02:00:00,1688004000
71,73.0,2023-06-29:01,1.7,136.7,24.0,8.0,5.3,2023-06-28T19:00:00,2023-06-29T01:00:00,1688000400
79,71.0,2023-06-29:00,1.0,143.0,47.0,13.0,6.0,2023-06-28T18:00:00,2023-06-29T00:00:00,1687996800
79,70.3,2023-06-28:23,0.7,143.0,65.0,14.0,5.3,2023-06-28T17:00:00,2023-06-28T23:00:00,1687993200
79,69.7,2023-06-28:22,0.3,143.0,30.0,8.0,4.7,2023-06-28T16:00:00,2023-06-28T22:00:00,1687989600
79,69.0,2023-06-28:21,0.0,143.0,52.0,9.0,4.0,2023-06-28T15:00:00,2023-06-28T21:00:00,1687986000
78,69.3,2023-06-28:20,0.0,142.0,41.0,11.0,3.7,2023-06-28T14:00:00,2023-06-28T20:00:00,1687982400
76,69.7,2023-06-28:19,0.0,141.0,40.0,11.0,3.3,2023-06-28T13:00:00,2023-06-28T19:00:00,1687978800
75,70.0,2023-06-28:18,0.0,140.0,54.0,12.0,3.0,2023-06-28T12:00:00,2023-06-28T18:00:00,1687975200
64,73.7,2023-06-28:17,0.7,131.0,49.0,15.0,3.0,2023-06-28T11:00:00,2023-06-28T17:00:00,1687971600
65,77.3,2023-06-28:16,1.3,122.0,66.0,19.0,3.0,2023-06-28T10:00:00,2023-06-28T16:00:00,1687968000
63,81.0,2023-06-28:15,2.0,113.0,36.0,18.0,3.0,2023-06-28T09:00:00,2023-06-28T15:00:00,1687964400
56,83.3,2023-06-28:14,2.7,107.3,30.0,15.0,3.3,2023-06-28T08:00:00,2023-06-28T14:00:00,1687960800
52,85.7,2023-06-28:13,3.3,101.7,59.0,13.0,3.7,2023-06-28T07:00:00,2023-06-28T13:00:00,1687957200
46,88.0,2023-06-28:12,4.0,96.0,38.0,11.0,4.0,2023-06-28T06:00:00,2023-06-28T12:00:00,1687953600
45,87.7,2023-06-28:11,4.3,97.7,28.0,10.0,4.7,2023-06-28T05:00:00,2023-06-28T11:00:00,1687950000
46,87.3,2023-06-28:10,4.7,99.3,23.0,11.0,5.3,2023-06-28T04:00:00,2023-06-28T10:00:00,1687946400
50,87.0,2023-06-28:09,5.0,101.0,35.0,12.0,6.0,2023-06-28T03:00:00,2023-06-28T09:00:00,1687942800
48,86.7,2023-06-28:08,5.3,104.0,31.0,9.0,6.7,2023-06-28T02:00:00,2023-06-28T08:00:00,1687939200
49,86.3,2023-06-28:07,5.7,107.0,43.0,8.0,7.3,2023-06-28T01:00:00,2023-06-28T07:00:00,1687935600
51,86.0,2023-06-28:06,6.0,110.0,54.0,10.0,8.0,2023-06-28T00:00:00,2023-06-28T06:00:00,1687932000
52,82.7,2023-06-28:05,5.0,113.3,44.0,11.0,8.7,2023-06-27T23:00:00,2023-06-28T05:00:00,1687928400
83,79.3,2023-06-28:04,4.0,116.7,120.7,14.0,9.3,2023-06-27T22:00:00,2023-06-28T04:00:00,1687924800
100,76.0,2023-06-28:03,3.0,120.0,154.0,16.0,10.0,2023-06-27T21:00:00,2023-06-28T03:00:00,1687921200
67,73.7,2023-06-28:02,2.3,125.3,33.0,20.0,9.7,2023-06-27T20:00:00,2023-06-28T02:00:00,1687917600
63,71.3,2023-06-28:01,1.7,130.7,51.0,14.0,9.3,2023-06-27T19:00:00,2023-06-28T01:00:00,1687914000
70,69.0,2023-06-28:00,1.0,136.0,13.0,13.0,9.0,2023-06-27T18:00:00,2023-06-28T00:00:00,1687910400
68,69.0,2023-06-27:23,0.7,134.3,29.0,18.0,7.7,2023-06-27T17:00:00,2023-06-27T23:00:00,1687906800
66,69.0,2023-06-27:22,0.3,132.7,33.0,12.0,6.3,2023-06-27T16:00:00,2023-06-27T22:00:00,1687903200
64,69.0,2023-06-27:21,0.0,131.0,24.0,10.0,5.0,2023-06-27T15:00:00,2023-06-27T21:00:00,1687899600
63,69.7,2023-06-27:20,0.0,130.3,21.3,17.0,5.0,2023-06-27T14:00:00,2023-06-27T20:00:00,1687896000
62,70.3,2023-06-27:19,0.0,129.7,18.7,11.0,5.0,2023-06-27T13:00:00,2023-06-27T19:00:00,1687892400
61,71.0,2023-06-27:18,0.0,129.0,16.0,14.0,5.0,2023-06-27T12:00:00,2023-06-27T18:00:00,1687888800
55,73.3,2023-06-27:17,0.7,123.7,36.0,11.0,7.0,2023-06-27T11:00:00,2023-06-27T17:00:00,1687885200
55,75.7,2023-06-27:16,1.3,118.3,34.0,11.0,9.0,2023-06-27T10:00:00,2023-06-27T16:00:00,1687881600
56,78.0,2023-06-27:15,2.0,113.0,16.0,15.0,11.0,2023-06-27T09:00:00,2023-06-27T15:00:00,1687878000
67,78.0,2023-06-27:14,2.7,111.3,13.3,10.0,10.3,2023-06-27T08:00:00,2023-06-27T14:00:00,1687874400
56,78.0,2023-06-27:13,3.3,109.7,10.7,8.0,9.7,2023-06-27T07:00:00,2023-06-27T13:00:00,1687870800
52,78.0,2023-06-27:12,4.0,108.0,8.0,6.0,9.0,2023-06-27T06:00:00,2023-06-27T12:00:00,1687867200
49,78.7,2023-06-27:11,4.0,105.7,7.7,5.75,7.7,2023-06-27T05:00:00,2023-06-27T11:00:00,1687863600
48,79.3,2023-06-27:10,4.0,103.3,20.0,9.0,6.3,2023-06-27T04:00:00,2023-06-27T10:00:00,1687860000
47,80.0,2023-06-27:09,4.0,101.0,7.0,5.25,5.0,2023-06-27T03:00:00,2023-06-27T09:00:00,1687856400
46,83.0,2023-06-27:08,5.0,100.3,7.0,5.25,4.7,2023-06-27T02:00:00,2023-06-27T08:00:00,1687852800
46,86.0,2023-06-27:07,6.0,99.7,7.0,5.25,4.3,2023-06-27T01:00:00,2023-06-27T07:00:00,1687849200
46,89.0,2023-06-27:06,7.0,99.0,7.0,5.25,4.0,2023-06-27T00:00:00,2023-06-27T06:00:00,1687845600
54,83.3,2023-06-27:05,6.0,104.0,61.0,10.0,4.0,2023-06-26T23:00:00,2023-06-27T05:00:00,1687842000
50,77.7,2023-06-27:04,5.0,109.0,7.7,5.75,4.0,2023-06-26T22:00:00,2023-06-27T04:00:00,1687838400
95,72.0,2023-06-27:03,4.0,114.0,8.0,6.0,4.0,2023-06-26T21:00:00,2023-06-27T03:00:00,1687834800
55,69.3,2023-06-27:02,2.7,119.3,8.0,6.0,3.7,2023-06-26T20:00:00,2023-06-27T02:00:00,1687831200
56,66.7,2023-06-27:01,1.3,124.7,8.0,5.0,3.3,2023-06-26T19:00:00,2023-06-27T01:00:00,1687827600
62,64.0,2023-06-27:00,0.0,130.0,8.0,7.0,3.0,2023-06-26T18:00:00,2023-06-27T00:00:00,1687824000
63,64.0,2023-06-26:23,0.0,130.3,12.0,10.0,2.7,2023-06-26T17:00:00,2023-06-26T23:00:00,1687820400
63,64.0,2023-06-26:22,0.0,130.7,14.0,4.0,2.3,2023-06-26T16:00:00,2023-06-26T22:00:00,1687816800
64,64.0,2023-06-26:21,0.0,131.0,5.0,5.0,2.0,2023-06-26T15:00:00,2023-06-26T21:00:00,1687813200
62,64.0,2023-06-26:20,0.0,129.7,22.0,6.0,2.3,2023-06-26T14:00:00,2023-06-26T20:00:00,1687809600
60,64.0,2023-06-26:19,0.0,128.3,4.3,3.25,2.7,2023-06-26T13:00:00,2023-06-26T19:00:00,1687806000
59,64.0,2023-06-26:18,0.0,127.0,4.0,3.0,3.0,2023-06-26T12:00:00,2023-06-26T18:00:00,1687802400
53,67.0,2023-06-26:17,0.3,122.7,4.7,3.5,3.3,2023-06-26T11:00:00,2023-06-26T17:00:00,1687798800
55,70.0,2023-06-26:16,0.7,118.3,5.3,4.0,3.7,2023-06-26T10:00:00,2023-06-26T16:00:00,1687795200
53,73.0,2023-06-26:15,1.0,114.0,6.0,4.5,4.0,2023-06-26T09:00:00,2023-06-26T15:00:00,1687791600
52,73.7,2023-06-26:14,1.3,111.7,33.0,13.0,4.7,2023-06-26T08:00:00,2023-06-26T14:00:00,1687788000
52,74.3,2023-06-26:13,1.7,109.3,13.0,13.0,5.3,2023-06-26T07:00:00,2023-06-26T13:00:00,1687784400
50,75.0,2023-06-26:12,2.0,107.0,5.0,3.75,6.0,2023-06-26T06:00:00,2023-06-26T12:00:00,1687780800
49,77.7,2023-06-26:11,2.7,105.3,7.7,5.75,5.3,2023-06-26T05:00:00,2023-06-26T11:00:00,1687777200
48,80.3,2023-06-26:10,3.3,103.7,13.0,8.0,4.7,2023-06-26T04:00:00,2023-06-26T10:00:00,1687773600
47,83.0,2023-06-26:09,4.0,102.0,13.0,8.0,4.0,2023-06-26T03:00:00,2023-06-26T09:00:00,1687770000
47,84.3,2023-06-26:08,4.7,102.3,16.3,8.0,4.0,2023-06-26T02:00:00,2023-06-26T08:00:00,1687766400
47,85.7,2023-06-26:07,5.3,102.7,19.7,9.0,4.0,2023-06-26T01:00:00,2023-06-26T07:00:00,1687762800
48,87.0,2023-06-26:06,6.0,103.0,23.0,8.0,4.0,2023-06-26T00:00:00,2023-06-26T06:00:00,1687759200
49,83.0,2023-06-26:05,5.0,106.3,17.0,8.0,3.7,2023-06-25T23:00:00,2023-06-26T05:00:00,1687755600
51,79.0,2023-06-26:04,4.0,109.7,22.0,10.0,3.3,2023-06-25T22:00:00,2023-06-26T04:00:00,1687752000
52,75.0,2023-06-26:03,3.0,113.0,5.0,3.75,3.0,2023-06-25T21:00:00,2023-06-26T03:00:00,1687748400
55,73.7,2023-06-26:02,2.0,118.0,8.0,7.0,3.0,2023-06-25T20:00:00,2023-06-26T02:00:00,1687744800
54,72.3,2023-06-26:01,1.0,123.0,14.0,9.0,3.0,2023-06-25T19:00:00,2023-06-26T01:00:00,1687741200
60,71.0,2023-06-26:00,0.0,128.0,14.0,8.0,3.0,2023-06-25T18:00:00,2023-06-26T00:00:00,1687737600
62,74.3,2023-06-25:23,0.0,129.3,10.0,6.0,4.0,2023-06-25T17:00:00,2023-06-25T23:00:00,1687734000
63,77.7,2023-06-25:22,0.0,130.7,18.0,5.0,5.0,2023-06-25T16:00:00,2023-06-25T22:00:00,1687730400
65,81.0,2023-06-25:21,0.0,132.0,5.0,3.75,6.0,2023-06-25T15:00:00,2023-06-25T21:00:00,1687726800
64,82.7,2023-06-25:20,0.0,131.0,12.0,7.0,6.7,2023-06-25T14:00:00,2023-06-25T20:00:00,1687723200
62,84.3,2023-06-25:19,0.0,130.0,17.0,15.0,7.3,2023-06-25T13:00:00,2023-06-25T19:00:00,1687719600
61,86.0,2023-06-25:18,0.0,129.0,21.0,8.0,8.0,2023-06-25T12:00:00,2023-06-25T18:00:00,1687716000
55,87.0,2023-06-25:17,0.3,119.3,19.0,12.0,7.7,2023-06-25T11:00:00,2023-06-25T17:00:00,1687712400
51,88.0,2023-06-25:16,0.7,109.7,25.0,10.0,7.3,2023-06-25T10:00:00,2023-06-25T16:00:00,1687708800
46,89.0,2023-06-25:15,1.0,100.0,28.0,10.0,7.0,2023-06-25T09:00:00,2023-06-25T15:00:00,1687705200
59,94.7,2023-06-25:14,1.7,88.0,22.0,16.0,6.3,2023-06-25T08:00:00,2023-06-25T14:00:00,1687701600
61,100.3,2023-06-25:13,2.3,76.0,15.0,11.25,5.7,2023-06-25T07:00:00,2023-06-25T13:00:00,1687698000
50,106.0,2023-06-25:12,3.0,64.0,21.0,12.0,5.0,2023-06-25T06:00:00,2023-06-25T12:00:00,1687694400
50,106.0,2023-06-25:11,4.0,67.7,22.0,12.0,5.0,2023-06-25T05:00:00,2023-06-25T11:00:00,1687690800
46,106.0,2023-06-25:10,5.0,71.3,21.0,11.0,5.0,2023-06-25T04:00:00,2023-06-25T10:00:00,1687687200
52,106.0,2023-06-25:09,6.0,75.0,25.0,13.0,5.0,2023-06-25T03:00:00,2023-06-25T09:00:00,1687683600
46,105.3,2023-06-25:08,6.7,81.3,28.0,11.0,5.7,2023-06-25T02:00:00,2023-06-25T08:00:00,1687680000
54,104.7,2023-06-25:07,7.3,87.7,26.0,14.0,6.3,2023-06-25T01:00:00,2023-06-25T07:00:00,1687676400
56,104.0,2023-06-25:06,8.0,94.0,27.0,15.0,7.0,2023-06-25T00:00:00,2023-06-25T06:00:00,1687672800
46,97.3,2023-06-25:05,7.0,99.0,40.0,10.0,7.0,2023-06-24T23:00:00,2023-06-25T05:00:00,1687669200
102,90.7,2023-06-25:04,6.0,104.0,157.0,36.0,7.0,2023-06-24T22:00:00,2023-06-25T04:00:00,1687665600
80,84.0,2023-06-25:03,5.0,109.0,40.0,26.0,7.0,2023-06-24T21:00:00,2023-06-25T03:00:00,1687662000
134,80.7,2023-06-25:02,3.3,116.0,50.0,48.0,6.7,2023-06-24T20:00:00,2023-06-25T02:00:00,1687658400
54,77.3,2023-06-25:01,1.7,123.0,21.0,12.0,6.3,2023-06-24T19:00:00,2023-06-25T01:00:00,1687654800
62,74.0,2023-06-25:00,0.0,130.0,21.0,6.0,6.0,2023-06-24T18:00:00,2023-06-25T00:00:00,1687651200
63,75.0,2023-06-24:23,0.0,130.7,19.0,9.0,5.0,2023-06-24T17:00:00,2023-06-24T23:00:00,1687647600
64,76.0,2023-06-24:22,0.0,131.3,15.0,10.0,4.0,2023-06-24T16:00:00,2023-06-24T22:00:00,1687644000
65,77.0,2023-06-24:21,0.0,132.0,20.0,6.0,3.0,2023-06-24T15:00:00,2023-06-24T21:00:00,1687640400
62,75.7,2023-06-24:20,0.0,130.0,24.3,9.0,2.7,2023-06-24T14:00:00,2023-06-24T20:00:00,1687636800
60,74.3,2023-06-24:19,0.0,128.0,28.7,8.0,2.3,2023-06-24T13:00:00,2023-06-24T19:00:00,1687633200
58,73.0,2023-06-24:18,0.0,126.0,33.0,9.0,2.0,2023-06-24T12:00:00,2023-06-24T18:00:00,1687629600
53,73.0,2023-06-24:17,0.3,122.3,24.0,11.0,2.0,2023-06-24T11:00:00,2023-06-24T17:00:00,1687626000
55,73.0,2023-06-24:16,0.7,118.7,27.7,8.0,2.0,2023-06-24T10:00:00,2023-06-24T16:00:00,1687622400
53,73.0,2023-06-24:15,1.0,115.0,25.0,9.0,2.0,2023-06-24T09:00:00,2023-06-24T15:00:00,1687618800
52,79.0,2023-06-24:14,2.0,112.0,34.0,11.0,2.3,2023-06-24T08:00:00,2023-06-24T14:00:00,1687615200
59,85.0,2023-06-24:13,3.0,109.0,16.3,16.0,2.7,2023-06-24T07:00:00,2023-06-24T13:00:00,1687611600
49,91.0,2023-06-24:12,4.0,106.0,12.0,11.0,3.0,2023-06-24T06:00:00,2023-06-24T12:00:00,1687608000
52,90.3,2023-06-24:11,4.3,106.0,12.0,9.0,2.7,2023-06-24T05:00:00,2023-06-24T11:00:00,1687604400
56,89.7,2023-06-24:10,4.7,106.0,12.0,9.0,2.3,2023-06-24T04:00:00,2023-06-24T10:00:00,1687600800
52,89.0,2023-06-24:09,5.0,106.0,12.0,9.0,2.0,2023-06-24T03:00:00,2023-06-24T09:00:00,1687597200
54,89.3,2023-06-24:08,5.3,107.3,11.7,8.75,2.3,2023-06-24T02:00:00,2023-06-24T08:00:00,1687593600
52,89.7,2023-06-24:07,5.7,108.7,16.0,13.0,2.7,2023-06-24T01:00:00,2023-06-24T07:00:00,1687590000
51,90.0,2023-06-24:06,6.0,110.0,11.0,10.0,3.0,2023-06-24T00:00:00,2023-06-24T06:00:00,1687586400
56,86.3,2023-06-24:05,5.0,115.3,14.0,10.5,3.0,2023-06-23T23:00:00,2023-06-24T05:00:00,1687582800
